,purchase id,product id,time
116,16,3040,219
117,16,707,193
118,16,2852,313
119,16,1582,81
120,16,3435,99
121,16,1170,178
122,16,2975,316
123,16,1173,316
124,16,2470,248
125,16,2000,193
126,16,3738,204
127,16,1423,175
128,16,1150,271
129,16,3094,316
130,16,1156,316
131,16,2419,97
132,16,3464,68
133,16,1084,154
134,17,3183,35
135,17,3718,6
136,18,2829,41
137,18,1644,23
138,18,2808,23
139,18,1905,23
140,18,1318,52
141,19,769,220
142,19,3573,260
144,20,2523,74
146,21,2290,66
147,21,3490,40
148,21,2636,178
149,21,3575,178
150,21,2492,113
151,21,2121,127
152,21,1155,190
153,21,3549,91
154,21,3506,23
155,21,2629,178
156,21,921,196
157,21,2412,90
158,22,2304,65
159,22,3539,39
160,22,2257,152
161,22,1058,185
162,22,2995,182
163,22,3223,80
164,22,451,74
165,22,2867,177
166,22,3472,173
167,22,2149,152
168,22,3637,129
169,23,434,83
170,23,2126,161
171,23,1498,133
172,23,1472,23
173,23,3686,107
174,23,2274,66
175,23,3333,111
176,23,2444,42
177,23,1954,114
178,23,2065,32
179,23,3492,156
180,23,1195,71
181,23,2813,188
182,23,3718,154
183,23,2380,66
184,23,2078,196
185,24,1194,44
186,24,3807,44
187,24,2644,199
188,24,1161,273
189,24,2706,273
190,25,1863,106
191,25,1364,128
192,25,3527,46
193,25,2480,74
194,25,479,77
195,25,1182,92
196,25,2656,138
197,25,1159,138
198,25,3113,122
199,25,2708,50
200,25,1642,56
201,25,925,133
202,25,1464,97
203,25,1200,92
204,25,1224,15
205,25,2839,123
206,26,172,39
207,26,406,27
208,26,2196,101
209,26,882,110
210,26,1930,102
211,26,2497,72
212,26,1667,46
213,26,1222,123
214,27,1279,34
215,27,2796,187
216,27,1742,84
217,27,1269,195
218,27,1568,140
219,27,880,147
220,27,2351,89
221,27,2173,195
222,27,480,159
223,27,2097,159
224,27,2053,23
225,27,3779,132
226,27,1507,106
227,27,966,147
228,27,2335,89
229,27,1504,169
230,27,1602,132
231,27,1642,23
232,27,1237,195
233,27,1543,140
234,27,3241,58
235,27,2117,84
236,27,3189,84
237,27,1224,81
238,27,904,75
239,28,2116,83
240,28,1899,107
241,28,1209,123
242,28,3447,51
243,28,843,49
244,29,2436,35
245,29,3468,21
246,29,2545,59
247,29,792,39
248,29,1382,71
249,29,417,69
250,29,2455,62
251,29,2306,80
252,29,2485,80
253,29,1932,60
254,29,136,55
255,29,1612,77
256,29,2539,38
257,29,783,39
258,29,3484,79
259,29,102,20
260,29,2636,73
261,29,1593,45
262,29,2313,118
263,29,2966,101
264,30,2932,70
265,30,1169,101
266,30,3564,49
267,31,883,15
269,31,3470,47
271,32,1178,30
272,32,2956,98
273,33,859,79
274,33,1402,84
275,33,97,55
276,33,3116,72
277,33,938,107
278,33,2439,56
279,33,1406,105
280,33,3210,35
281,33,1401,35
282,33,1329,86
283,33,113,60
284,34,3570,94
285,34,2485,116
286,34,2016,118
287,34,95,108
288,34,979,91
289,34,2306,92
290,34,1418,172
291,34,2032,124
292,34,3470,148
293,34,2174,161
294,34,471,166
295,34,2053,166
296,34,2080,24
297,34,98,121
298,34,472,45
299,35,1522,71
300,35,96,60
301,36,2012,118
302,36,1905,135
303,36,2579,71
304,37,914,22
305,37,3381,48
306,38,2808,101
307,38,3049,50
308,38,1163,122
309,38,1047,15
310,38,3033,122
311,38,1126,122
312,38,3099,122
313,38,1173,122
314,38,3509,60
315,38,1150,60
316,38,3072,122
317,38,1137,122
318,38,2942,122
319,38,1170,122
320,38,3176,122
321,38,1149,122
322,38,1134,15
323,38,2942,122
324,39,1477,69
325,39,1913,86
326,39,1424,99
327,40,93,104
328,40,790,188
329,40,925,285
330,40,785,285
331,40,1332,271
332,40,3367,138
333,40,1369,94
334,40,1603,258
335,40,1287,332
336,40,2998,277
337,40,1009,316
338,40,2950,316
339,40,2618,128
340,40,1145,358
341,40,2746,358
342,40,1211,318
343,40,1044,154
344,40,880,167
345,40,2405,151
346,40,3181,326
347,41,839,68
348,41,3189,26
349,42,2644,41
350,42,1237,50
351,42,1589,38
352,42,851,37
353,42,3829,34
354,43,1270,36
355,43,406,124
356,43,719,163
357,43,3183,121
358,43,1190,198
359,43,2925,198
360,43,942,181
361,43,2199,185
362,43,3575,165
363,43,885,52
364,43,477,105
365,44,1515,69
366,44,771,89
367,44,2574,48
368,44,1791,47
369,44,1443,99
370,45,2940,129
371,45,1953,127
372,45,3470,143
373,45,2152,155
374,45,3822,132
375,45,408,83
376,45,2419,89
377,45,2081,195
378,45,3599,132
379,45,2943,129
380,45,1671,80
381,45,1761,23
382,45,1215,195
383,45,3576,34
384,45,2640,153
385,45,1908,84
386,45,1262,195
387,45,1154,90
388,45,164,118
389,45,456,43
390,45,430,23
391,45,2622,181
392,45,1452,67
393,45,1025,159
394,45,2943,186
395,46,923,73
396,46,2426,158
397,46,3040,340
398,47,2171,138
399,47,3576,138
400,47,3447,50
401,47,3701,50
402,47,897,43
403,48,1998,33
404,48,716,41
405,48,1434,36
406,48,3119,37
407,48,2372,52
408,49,1151,55
409,49,422,135
410,49,754,148
411,49,1452,129
412,49,695,129
413,49,1395,129
414,49,1657,147
415,49,1318,188
416,49,2654,181
417,49,460,175
418,49,1111,135
419,49,3044,179
420,50,1572,28
421,50,3308,16
422,50,2152,23
423,50,1586,35
424,51,891,10
425,51,2490,33
426,51,2436,38
427,51,2752,55
428,51,3191,27
429,51,1211,20
430,51,1466,35
431,52,884,11
432,52,2501,35
433,53,3501,61
434,53,1314,47
435,53,2447,82
436,53,3822,60
437,53,3579,15
438,53,3496,61
439,54,814,123
440,54,1404,130
441,54,1707,148
442,54,1312,190
443,54,2504,120
444,54,1318,120
445,54,2802,183
446,54,1280,183
447,54,2796,183
448,55,1548,188
449,55,3308,103
450,55,3481,125
451,55,755,264
452,55,2406,334
453,55,3575,71
454,55,1307,125
455,55,964,133
456,55,2149,307
457,55,1641,299
458,55,1255,345
459,55,2415,177
460,55,3495,71
461,55,2038,253
462,55,1641,242
463,55,1227,345
464,55,2728,332
465,55,1418,120
466,55,852,236
467,56,471,78
468,56,3424,70
469,56,760,73
470,56,1477,128
471,56,2765,45
472,56,1742,79
473,56,1366,183
474,56,817,150
475,56,1449,125
476,56,443,122
477,56,406,22
478,57,1686,43
479,57,1934,36
480,57,2551,30
481,57,915,34
482,58,1544,28
483,58,777,36
484,58,1452,35
485,58,1423,6
486,58,707,35
487,59,2277,17
488,59,2476,40
489,59,882,34
490,60,1787,87
491,60,2782,46
492,61,469,108
493,61,407,30
494,62,1959,124
495,62,3572,148
496,62,2137,161
497,62,174,121
498,62,1584,94
499,62,1976,104
500,62,1260,159
501,62,2640,195
502,62,98,143
503,62,3285,33
504,62,410,78
505,62,467,24
506,62,95,45
507,62,942,91
508,63,3527,98
509,63,2463,122
510,63,3091,43
511,63,876,123
512,63,955,182
513,63,3529,53
514,63,939,53
515,63,2706,212
516,63,2338,235
517,63,3470,43
518,63,3490,25
519,64,447,93
520,64,473,26
521,64,1211,130
522,64,3273,91
523,64,422,84
524,64,2548,130
525,64,2451,26
526,64,895,146
527,64,2808,218
528,64,872,206
529,64,3447,87
530,64,2600,118
531,64,1030,235
532,64,2602,235
533,64,1596,94
534,65,3275,12
535,65,1170,26
536,65,3047,47
537,65,2338,48
538,65,2683,55
539,65,1846,21
540,65,1442,38
541,66,1420,55
542,66,752,71
543,66,885,89
544,66,3575,26
545,66,2772,94
546,67,1513,104
547,67,1645,130
548,68,2271,36
549,68,3571,22
550,68,2254,84
551,68,3849,72
552,68,1583,58
553,68,966,80
554,68,2296,48
555,68,3023,104
556,68,1315,88
557,68,1480,76
558,68,3341,32
559,69,173,32
560,69,442,23
561,69,2720,96
562,69,1022,111
563,69,2969,98
565,70,2452,132
566,70,1998,73
567,71,2656,152
568,71,688,182
569,71,2111,161
570,71,122,115
571,72,1471,68
572,72,3838,68
573,72,748,80
575,73,3622,73
577,73,1194,105
578,73,2969,106
579,73,1042,121
580,73,3146,121
581,74,981,28
582,74,2932,113
583,74,1770,53
584,74,992,135
585,74,2435,59
586,74,1039,38
587,75,3536,89
588,75,2687,174
589,75,1597,83
590,75,1419,150
591,75,780,132
592,75,1390,132
593,75,864,132
594,75,1445,132
595,75,432,129
596,75,2149,157
597,75,1962,32
598,75,1512,98
599,75,3576,104
600,75,2666,151
601,75,1913,83
602,76,3142,82
603,76,945,108
604,76,3686,26
605,76,2785,97
606,77,2388,18
607,77,3061,52
608,77,1246,44
609,77,754,44
610,77,3486,41
611,78,3139,34
612,78,1247,43
613,78,895,20
614,78,3072,45
615,78,1181,49
616,79,435,82
617,79,2061,157
618,79,2229,23
619,79,1014,186
620,79,2975,183
621,79,1170,183
622,79,2310,56
623,79,2001,180
624,79,1519,98
625,79,432,132
626,79,2966,154
627,79,3628,127
628,79,864,124
629,79,3658,124
630,79,1511,104
631,79,3333,57
632,79,3587,47
633,79,3016,127
634,79,467,154
635,79,1146,138
636,79,1333,89
637,79,2116,163
638,79,2463,124
639,79,784,73
640,79,1012,180
641,79,2917,183
642,79,1448,135
643,79,2452,95
644,79,3346,41
645,80,3592,23
646,80,1217,33
647,80,2112,163
648,80,2448,124
649,80,1479,98
650,80,837,135
651,80,410,151
652,80,1390,128
653,80,739,132
654,81,915,23
655,81,3281,48
656,81,2357,60
657,82,1449,66
658,82,794,85
659,82,3573,95
660,82,3568,15
661,82,2401,25
662,83,3531,50
663,83,1376,70
664,83,1981,66
665,83,3835,66
666,84,3573,59
667,84,2137,101
668,84,1770,110
669,85,1536,28
670,85,1967,32
671,85,3459,19
672,85,1969,19
673,85,945,43
674,86,2100,127
675,86,3617,127
676,86,3437,46
677,86,3573,68
678,86,2412,39
679,86,1950,176
680,86,2019,22
681,86,3572,138
682,86,3676,87
683,86,2391,64
684,86,1181,55
685,87,1191,31
686,87,2977,101
687,87,1094,101
688,87,3583,31
689,87,2961,70
690,87,2468,22
691,87,2642,63
692,88,1589,68
693,88,1424,25
694,88,680,85
695,88,1722,93
696,88,1283,124
697,88,1962,98
698,89,2436,41
699,89,1004,35
700,90,894,41
701,90,3266,87
702,90,3807,47
703,90,2293,65
704,90,1930,179
705,90,181,102
706,90,410,42
707,90,1502,131
708,90,1684,129
709,90,3232,111
710,90,730,77
711,90,1398,131
712,90,3730,101
713,90,1568,104
714,91,2602,199
715,91,1918,110
716,91,739,189
717,91,3571,193
718,92,2045,32
719,92,849,40
720,92,1460,35
721,92,3342,15
722,92,1930,19
723,93,2804,41
724,93,447,48
725,94,430,69
726,94,2559,98
727,94,1608,60
728,94,679,122
729,94,1548,114
730,94,1624,110
731,94,2554,60
732,95,3149,87
733,95,1159,125
734,95,1215,61
735,95,2004,103
736,95,151,70
737,95,455,29
738,95,2521,78
739,95,2045,76
740,95,130,70
741,96,2723,39
742,96,1632,21
743,97,3028,70
744,97,1811,43
745,98,2675,154
746,98,1868,85
747,98,3645,162
748,98,1496,107
749,99,1262,9
750,99,906,20
751,99,2404,24
752,99,3571,11
753,99,2048,38
754,99,1287,41
755,100,2415,66
756,100,2155,195
757,100,1182,189
758,100,1465,163
759,100,3197,58
760,100,3000,81
761,100,1950,127
762,100,1243,153
763,100,1410,136
764,100,946,144
765,100,964,23
766,100,2441,89
767,100,3533,40
768,100,2112,155
769,100,830,163
770,100,2305,189
771,101,2522,60
772,101,2304,102
773,101,1448,111
775,101,2636,218
776,101,1624,57
779,102,3104,32
780,102,1191,47
781,102,3053,47
782,102,1095,47
783,102,1418,40
784,102,1210,34
785,102,1559,35
786,102,3127,31
787,103,2785,41
788,103,1787,22
789,103,1260,52
790,103,1130,24
791,104,684,66
792,104,156,58
793,104,2717,73
794,104,784,97
795,104,1373,71
796,104,1432,12
797,104,3411,29
798,104,1419,29
799,104,3545,66
800,104,834,79
801,104,1427,71
802,104,3281,29
803,104,941,47
804,104,3712,22
805,104,2802,81
806,104,1434,36
807,104,2024,63
808,104,925,85
809,104,2372,47
810,104,3575,21
812,105,926,15
813,105,2323,32
814,106,3285,46
815,106,907,87
816,106,1138,95
817,106,2029,172
818,106,3445,70
819,106,2394,107
820,106,469,87
821,106,882,95
822,106,160,85
823,106,3483,37
824,106,2169,151
825,106,1544,128
826,106,3459,57
827,106,903,87
828,106,3116,166
829,106,425,152
830,106,2326,87
831,106,2343,22
832,106,3599,64
833,106,406,81
834,106,2940,152
835,106,2067,155
836,106,2102,22
837,106,2332,189
838,106,3497,39
839,106,2160,151
840,107,2414,72
841,107,480,97
842,107,417,25
843,107,2504,127
844,107,3241,45
845,108,2232,125
846,108,2001,30
847,108,1587,94
848,109,992,26
849,109,3716,26
850,110,1159,31
851,110,757,68
852,111,1469,29
853,111,1107,44
854,111,2426,16
855,111,3515,11
856,111,1542,35
857,111,3313,16
858,111,1573,16
859,112,3548,85
860,112,477,46
861,112,837,144
862,113,3565,85
863,113,1535,121
864,113,1559,22
865,113,1352,131
866,113,422,109
867,113,3564,46
868,113,3259,66
869,113,2342,104
870,113,975,83
871,113,1404,135
872,113,707,125
873,113,2401,177
874,113,3472,37
875,113,2573,105
876,113,2476,22
877,113,3499,105
878,113,2199,145
879,114,1361,23
880,114,1509,93
881,114,3411,39
882,114,957,59
883,114,3510,33
884,114,910,33
885,114,2287,59
886,115,2131,35
887,115,2387,51
888,115,3570,10
889,115,3686,24
890,115,1527,28
891,115,3682,28
892,116,2661,39
893,116,2488,29
894,116,946,33
895,116,2346,22
896,117,907,41
897,117,468,98
898,117,2470,117
899,117,3745,89
900,117,3482,90
901,117,2118,155
902,117,2984,159
903,117,3483,152
904,117,3569,23
905,117,2078,155
906,117,2492,126
907,117,2026,113
908,118,2923,35
909,118,882,47
910,118,2387,24
911,118,2143,53
912,118,1647,46
913,118,1240,53
914,119,2155,125
915,119,3621,125
916,119,2440,62
917,119,2083,184
918,119,1497,125
919,119,1505,22
920,119,3235,55
921,119,104,30
922,119,3091,107
923,119,3615,122
924,119,3550,86
925,120,1540,118
926,120,3712,118
927,120,1412,115
928,120,782,149
929,120,2124,182
930,120,1899,188
931,120,1343,218
932,120,3573,79
933,120,820,166
934,120,1373,149
935,120,873,149
936,120,2600,206
937,120,1449,75
938,120,705,149
939,120,3841,141
940,120,1556,118
941,120,755,153
942,121,2000,80
943,121,107,70
944,122,941,40
945,122,2296,86
946,122,448,86
947,122,2464,113
948,122,1194,119
949,122,2989,157
950,122,881,164
951,122,784,161
952,122,1385,129
953,122,787,129
954,122,2448,71
955,123,2019,65
956,123,97,57
957,123,3467,21
958,123,1514,70
959,124,2702,40
960,124,3469,24
961,125,2273,66
962,125,2492,152
963,125,3602,89
964,125,2331,66
965,125,3533,40
966,125,3381,71
967,125,3682,48
968,125,1570,106
969,125,1749,132
970,125,2000,137
971,125,907,161
972,125,1545,147
973,125,924,147
974,125,2335,89
975,125,2660,217
976,125,937,195
977,126,1797,168
978,126,1326,204
979,126,1417,143
980,126,3641,107
981,126,2642,160
982,126,128,144
983,126,3571,40
984,126,1999,149
985,126,3575,149
986,126,2171,162
987,126,1019,197
988,126,2598,220
989,127,2663,160
990,127,1512,50
991,127,1770,138
992,127,1304,204
993,127,3049,170
994,127,1276,170
995,127,2620,196
996,127,1913,88
997,127,1475,138
998,127,985,154
999,127,2400,93
1000,127,3495,42
1001,128,1934,76
1002,128,1823,87
1003,128,3522,118
1004,128,1227,45
1005,128,1471,89
1006,128,1628,84
1007,128,1267,124
1008,128,3573,45
1009,128,2605,113
1010,129,2613,41
1011,129,3724,41
1012,129,1587,28
1013,129,3310,16
1014,130,2530,88
1015,130,3313,41
1016,130,1999,71
1017,130,957,159
1018,130,2690,192
1019,130,1855,83
1020,130,1334,192
1021,130,2028,151
1022,130,771,148
1023,130,865,23
1024,130,1445,132
1025,130,3294,54
1026,130,679,77
1027,130,1454,132
1028,130,1811,150
1029,130,2267,221
1030,130,1908,221
1031,130,1227,192
1032,130,1398,135
1033,130,465,129
1034,130,1128,138
1035,130,856,180
1036,130,942,165
1037,130,2282,88
1038,130,1383,163
1039,130,1420,23
1040,130,799,132
1041,131,809,137
1042,131,2987,123
1043,131,1163,202
1044,131,3090,202
1045,131,1030,202
1046,131,3142,202
1047,131,1262,177
1048,131,3435,88
1049,132,1581,56
1050,132,1686,70
1051,132,894,107
1052,132,2421,47
1053,132,1368,88
1054,132,856,71
1055,132,1591,72
1056,132,2700,25
1057,132,757,97
1058,132,3477,79
1059,132,2126,82
1060,132,2923,84
1061,132,1015,98
1062,132,3423,55
1063,132,2320,58
1064,132,3475,21
1065,132,3179,80
1066,132,1534,65
1067,132,3403,31
1068,132,3132,43
1069,132,3435,43
1070,133,2904,150
1071,133,3495,172
1072,133,3541,22
1073,133,3570,22
1074,133,3482,22
1075,133,2338,39
1076,133,3472,39
1077,133,2087,151
1078,133,3774,129
1079,134,1193,30
1080,134,3054,98
1081,134,1201,86
1082,134,3044,86
1083,134,1019,98
1084,134,754,96
1085,134,1034,96
1086,134,1783,115
1087,134,1273,103
1088,134,2700,99
1089,134,1255,99
1090,134,2678,99
1091,134,2600,12
1092,134,94,73
1093,134,3507,20
1094,134,2952,80
1095,134,1187,98
1096,134,2943,98
1097,134,1742,42
1098,134,1186,115
1099,134,3119,98
1100,135,2560,24
1101,135,2449,6
1102,135,2314,41
1103,136,2316,65
1104,136,1188,56
1105,136,771,181
1106,136,1388,132
1107,137,3453,32
1108,137,705,85
1109,137,1186,123
1110,137,3152,125
1111,137,1217,109
1112,137,2699,126
1113,138,3471,23
1114,138,2265,10
1115,138,2444,38
1116,138,1506,25
1117,138,1611,33
1118,138,2048,34
1119,139,2421,117
1120,139,3501,71
1121,139,158,68
1122,140,921,40
1123,140,2423,86
1124,140,3526,39
1125,140,425,47
1126,140,977,95
1127,140,2403,86
1128,140,2072,188
1129,140,2039,31
1130,140,2103,31
1131,140,2987,154
1132,140,1156,179
1133,141,2579,47
1134,141,1990,63
1135,141,1193,93
1136,141,1612,115
1137,141,1256,103
1138,141,3174,86
1139,141,3473,80
1140,141,2016,75
1141,141,137,55
1142,141,3065,60
1143,141,1597,42
1144,141,1158,115
1145,141,3468,48
1146,141,1696,97
1147,141,971,107
1148,141,2282,47
1149,141,3571,21
1150,141,1283,37
1151,142,2961,225
1152,142,1121,99
1153,143,3575,86
1154,143,1999,135
1155,143,1392,113
1156,143,764,126
1157,143,3858,119
1158,143,3069,122
1159,143,1315,154
1160,143,3468,67
1161,143,1390,119
1162,143,1280,129
1163,143,2829,177
1164,143,3230,100
1165,143,1597,107
1166,143,1249,184
1167,143,2472,116
1168,143,1686,68
1169,144,1508,110
1170,144,1525,24
1171,144,3202,61
1172,144,3487,73
1173,144,3473,24
1174,144,2053,161
1175,144,2194,24
1176,144,885,180
1177,144,2275,92
1178,144,3556,41
1179,145,477,83
1180,145,2588,117
1181,145,2038,113
1182,145,1067,176
1183,145,3146,186
1184,145,1094,186
1185,145,2984,186
1186,145,1039,186
1187,145,2940,186
1188,145,435,156
1189,145,2888,181
1190,145,2634,23
1191,145,1072,210
1192,145,3110,186
1193,145,1637,80
1194,145,931,202
1195,145,1005,98
1196,145,2989,186
1197,145,1983,127
1198,145,3166,127
1199,145,1092,186
1200,145,2460,146
1201,145,1005,146
1202,145,1424,159
1203,145,814,133
1204,145,1940,150
1205,145,1114,176
1206,146,1395,103
1207,146,814,133
1208,146,1315,159
1209,146,1970,153
1210,146,464,147
1211,146,1280,117
1212,146,3486,71
1213,146,2584,112
1214,146,1213,123
1215,146,2591,187
1216,146,1595,84
1217,147,864,223
1218,147,1377,236
1219,147,797,236
1220,148,1972,204
1221,148,923,274
1223,148,3496,219
1224,148,3023,258
1225,149,425,83
1226,149,473,23
1227,149,1480,134
1228,149,425,134
1229,149,2483,117
1230,149,2007,114
1231,149,111,104
1232,149,1477,91
1233,149,979,147
1234,149,2296,89
1235,149,410,89
1236,149,2502,117
1237,149,3496,112
1238,149,2314,40
1239,149,3471,40
1240,149,2250,155
1241,149,829,163
1242,149,3342,78
1243,149,1619,114
1244,149,1219,195
1245,149,957,75
1246,150,2177,234
1247,150,790,288
1248,150,880,296
1249,150,3482,87
1250,150,3507,41
1251,151,1504,28
1252,151,932,39
1253,151,1584,39
1254,151,3273,15
1255,151,3572,19
1256,151,927,13
1257,151,3419,24
1258,151,870,21
1259,152,3651,23
1260,152,1411,103
1261,152,926,144
1262,152,1491,147
1263,152,873,137
1264,152,1998,151
1265,152,3513,143
1266,152,423,49
1267,152,2323,89
1268,152,1243,100
1269,152,2711,187
1270,152,128,138
1271,152,2463,74
1272,152,1575,100
1273,152,478,134
1274,153,2042,117
1275,153,2271,179
1276,153,3478,39
1277,153,1833,180
1278,153,1221,191
1279,153,3507,69
1280,153,3480,23
1281,153,3547,23
1282,153,895,48
1283,153,2871,191
1284,153,145,135
1285,154,853,119
1286,154,748,119
1287,154,1072,173
1288,154,983,93
1289,154,480,93
1290,155,422,144
1291,155,928,170
1292,155,3167,295
1293,155,1201,282
1294,156,3527,91
1295,156,1966,144
1296,156,2860,53
1297,156,955,196
1298,156,2377,90
1299,156,2264,23
1300,156,2147,196
1301,156,2004,32
1302,156,2300,184
1303,156,3496,40
1304,156,426,49
1305,156,2590,117
1306,157,976,22
1307,157,122,46
1308,157,2821,73
1309,157,178,73
1310,158,2291,41
1311,158,2023,74
1312,158,100,65
1313,158,1948,65
1314,158,132,65
1315,159,2455,74
1316,159,716,62
1317,160,3492,61
1318,160,2285,27
1319,160,3570,27
1320,160,1953,97
1321,160,3617,81
1322,160,2292,45
1323,160,3501,27
1324,161,2772,41
1325,161,1632,23
1326,161,1283,52
1327,161,2785,50
1328,161,1671,23
1329,162,2779,100
1330,162,2686,15
1331,162,3415,69
1332,162,1235,53
1333,163,3591,22
1334,163,1644,157
1335,163,2622,82
1336,163,2611,22
1337,163,1107,204
1338,163,3519,88
1339,163,2169,151
1340,163,3119,155
1341,163,1091,181
1342,163,1461,155
1343,163,1137,155
1344,163,1449,155
1345,163,100,85
1346,163,2432,76
1347,163,894,87
1348,163,1645,197
1349,163,1066,212
1350,163,3013,181
1351,163,888,166
1352,163,2406,87
1353,163,2973,186
1354,163,2302,186
1355,163,1357,97
1356,163,442,113
1357,163,2524,113
1358,163,3241,40
1359,163,830,76
1360,163,447,149
1361,164,1587,103
1362,164,895,143
1363,164,1502,143
1364,164,1471,22
1365,164,730,133
1366,164,1353,155
1367,164,438,113
1368,164,1395,127
1369,164,703,130
1370,164,1378,130
1371,164,775,130
1372,164,1445,130
1373,164,3427,54
1374,164,882,87
1375,164,2267,87
1376,164,775,184
1377,164,1406,130
1378,164,3411,54
1379,164,789,76
1380,164,881,163
1381,164,2376,87
1382,164,2511,148
1383,164,1262,119
1384,164,3069,158
1385,164,1066,181
1386,164,2074,184
1387,164,3658,128
1388,164,438,81
1389,165,150,40
1390,165,904,58
1391,165,1182,65
1392,165,2548,96
1393,165,1987,75
1394,165,184,69
1395,165,479,28
1396,165,1506,88
1397,165,3273,38
1398,165,2269,73
1399,165,405,59
1400,165,2714,119
1401,165,2444,76
1402,165,1980,75
1403,165,792,99
1404,165,923,110
1405,165,951,15
1406,165,147,58
1407,166,2654,151
1408,166,2576,88
1409,166,2069,124
1410,166,2856,83
1411,166,1075,207
1412,166,2940,183
1413,166,1184,183
1414,166,1905,215
1415,166,2314,221
1416,166,2051,180
1417,166,146,103
1418,166,924,86
1419,166,2711,192
1420,166,94,136
1421,166,2470,73
1422,166,1883,71
1423,166,2031,135
1424,166,98,103
1425,166,2384,77
1426,166,3142,189
1427,166,1095,183
1428,166,3010,183
1429,166,1087,183
1430,166,1391,157
1431,166,2415,163
1432,166,479,88
1433,167,2350,43
1434,167,3522,26
1435,167,3583,59
1436,167,1395,67
1437,168,2350,36
1438,168,1928,65
1440,168,879,93
1442,169,2285,36
1443,169,1464,91
1444,169,2023,54
1445,170,2245,48
1446,170,2019,12
1447,171,2690,150
1448,171,2123,83
1449,171,3607,129
1450,171,2438,65
1451,171,2039,179
1452,171,3341,71
1453,171,1166,102
1454,171,3472,89
1455,171,3565,23
1456,171,888,48
1457,171,3724,41
1458,171,1455,101
1459,171,935,141
1460,171,451,96
1461,172,3192,45
1462,172,979,83
1463,172,729,157
1464,172,859,22
1465,172,1391,125
1466,172,1407,22
1467,172,964,135
1468,172,1535,138
1469,172,2525,93
1470,172,2097,118
1471,172,3645,124
1472,172,1243,32
1473,172,2327,93
1474,172,3152,180
1475,172,1137,174
1476,173,1170,57
1477,173,3114,186
1478,173,438,157
1479,173,708,154
1480,173,766,23
1481,173,1442,134
1482,173,752,134
1483,173,1977,151
1484,173,1451,120
1485,173,1607,152
1486,173,1597,23
1487,174,2359,66
1488,174,3573,40
1489,174,1053,90
1490,174,891,98
1491,174,1210,75
1492,174,2635,187
1493,174,3232,106
1494,174,414,75
1495,174,1981,147
1496,174,97,104
1497,174,1787,146
1498,174,3168,80
1499,174,1034,186
1500,174,2466,146
1501,174,2501,23
1502,174,2265,152
1503,174,1727,224
1504,174,1000,218
1505,174,3504,90
1506,174,1163,90
1507,174,2969,186
1508,174,1001,186
1509,174,3188,186
1510,174,3499,152
1511,174,3575,23
1512,174,2087,155
1513,174,1053,189
1514,174,3628,57
1515,174,1562,106
1516,174,1164,163
1517,175,966,11
1518,175,987,6
1519,175,2376,24
1520,175,3495,11
1521,175,3572,6
1522,175,477,13
1523,176,2269,17
1524,176,3533,10
1525,176,2943,39
1526,176,478,41
1527,176,2663,47
1528,176,775,48
1529,177,2400,24
1531,177,3492,23
1532,177,946,18
1535,178,2714,261
1536,178,1155,358
1537,178,1366,154
1538,178,1967,261
1539,178,2487,193
1540,178,1164,248
1541,178,3069,316
1542,178,2860,128
1543,178,1696,144
1544,178,992,345
1545,178,2387,151
